file_name	file_id
TCGA-CN-6994-01A-11R-1914-13.mirna.quantification.txt	44559117-c5f2-46a3-9ba1-c8090b1c8f4b
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E05_863272.raw.copynumber.data.txt	3d63e2ce-5db6-4dfc-8e51-389aa9f722da
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C08_734702.birdseed.data.txt	847cf2f0-ee37-4f03-899c-e82633b7f900
AR-R-V_GBL9022178.tif	ffa6d550-fa04-438e-8627-6adc8eb05fa3
bcgsc.ca.TCGA-CQ-6220.bcgsc.ca.indel.vcf	c7bf8edb-e10f-474a-8134-ea9933e3bbc3
TCGA-BA-4078-01A-01T-1435-13_mirna.bam	dafedbc5-cece-48eb-9a8b-c982171b70fb
Src_pY527-R-V_GBL1113618.txt	bec91cc5-3b9c-4cf9-8a84-4273aefcb711
unc.edu.d6e0939f-256c-463c-a966-6fed4ba99fcc.1493422.rsem.isoforms.results	5b83abdd-2113-48a8-8803-dacb1a397095
C495.TCGA-DQ-5630-01A-01D-1870-08.3.bam	359f4319-7c08-4f2c-a342-4599a179d867
Src_pY416-R-C_GBL9022280.txt	5ff92ead-2d1c-45cc-b133-123aa7e4edfb
unc.edu.6918dfd9-7ad6-4b45-b23c-85799f42410a.1506409.rsem.genes.results	e78b6824-c142-4e75-8a58-0fab7dfa9006
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F03_863784.raw.copynumber.data.txt	d53eccd3-12d1-49fe-8cd0-fe9791f9afb5
TCGA-CV-7091_563c5a89-6dad-467e-b2ea-e07677574a08_68d635f1-65fb-4395-99c0-a34514289521.oxoG.snp.capture.tcga.vcf	d01bc57f-0c5c-48e9-bf00-a67934d2a751
UNCID_2202059.0a152771-a339-4166-b833-2f0950f8fdb8.111115_UNC15-SN850_0147_BC03RBACXX_1_GATCAG.tar.gz	54f9f2a1-5ed4-46f7-a2bd-24d302d26363
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H03_831662.hg18.seg.txt	36496cca-3634-4b36-bca7-7cd2fcd7d505
TCGA-CQ-6229-01A-11R-1914-13.mirna.quantification.txt	e9d9aaf3-49fd-4e61-bd60-66e7620418be
UNCID_1483180.1bd2c2ee-eb5b-41e6-b106-8038b88a24ca.sorted_genome_alignments.bam	95b3345a-32ad-4081-9e0d-0602824f34a8
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B10_734774.nocnv_hg19.seg.txt	e0d10c51-eff4-455b-b297-8ad6ae754eb5
bcgsc.ca.TCGA-CR-7385.bcgsc.ca.snv.vcf	70c70311-0b00-4ff3-b4a0-be59952b548a
TCGA-CN-4727-01A-01D-1431_120504_SN590_0155_AC0KTHACXX_s_7_rg.sorted.bam	f26c4909-b285-4ca0-ac40-fe65ad4a6a1a
unc.edu.213034dd-08ff-4063-bd6e-197a73e087fc.1490125.rsem.isoforms.normalized_results	5e1ec5ea-5c08-4f65-acde-a37da04bc1e2
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D11_730446.raw.copynumber.data.txt	447bf020-68ec-48ab-b2fa-dc76be8b4dfe
unc.edu.730eebdc-c67d-4864-8535-6b623cf967a3.1505901.rsem.isoforms.results	83206c1b-f336-42af-a439-9201188fdc57
5775446049_R02C01_Red.idat	5bef09ba-f802-4336-8e4a-7558be856088
TCGA-CN-4739-01A-02R-1513-13.isoform.quantification.txt	d2c376d9-3285-47a8-b5e9-5b261e338223
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C05_730396.hg19.seg.txt	fe40a654-bde7-4936-beda-51d4cbd78b11
unc.edu.1b31fa14-48de-4b39-adc6-5d6a3db0e70b.1750770.bt.exon_quantification.txt	ae774f22-1484-4457-b933-24b2db285e85
Rab11-R-E_GBL1113675.txt	e4aff11a-0253-49cf-a97e-cea7f778c9f6
G23074.TCGA_CN_4741_10A_01D_2268_08.3.bam	19da4d3c-e43b-4310-9e3b-2fa09a8049c6
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A08_809300.nocnv_hg18.seg.txt	ee15f187-3bc2-4785-8df1-cc8f84223b12
UNCID_1489230.be9e9d23-c1bd-437c-8fb5-d9ce12e434d1.sorted_genome_alignments.bam	4c446e36-abc8-44f4-96fe-6a97a7ea0f29
TCGA-CV-7100_f21a5e1f-84b8-4e6f-8230-03d31cc7c431_3951a376-81b0-4843-b3c0-ca1b0f6efffb.oxoG.snp.capture.tcga.vcf	3cfe3d12-3e1b-45b2-b7ef-9b17104847b5
C495.TCGA-CV-5977-01A-11D-1683-08.2.bam	48faa377-4efc-416e-8257-d46bab08ad13
Bad_pS112-R-V_GBL1113571.tif	1409b75c-b813-421e-89c2-a97d8cc694b2
jhu-usc.edu_HNSC.HumanMethylation450.6.lvl-3.TCGA-CV-7090-01A-11D-2014-05.txt	17c15bf7-765b-40a4-b1bd-cf93d36eb5d5
TCGA-CV-7255_4dedba61-e137-4ae4-8312-94231e3b1d16_90409946-46de-41a9-bb8a-b495ce346df2.indel.capture.tcga.vcf	5ce294c2-6ec1-4789-9d20-6b25b03d914b
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B08_809182.nocnv_hg18.seg.txt	85b7f125-894f-4c32-80fa-122573fa8edc
TCGA-CN-6994_157b67ad-f092-4ea3-b557-0406839e6905_ecbf546c-60d0-433c-940b-68f82af90250.oxoG.snp.capture.tcga.vcf	22edbf4c-10fe-4bae-9227-c90a640ced57
